,legacyId,parentId,qubitParentSlug,identifier,accessionNumber,title,levelOfDescription,extentAndMedium,repository,archivalHistory,acquisition,scopeAndContent,appraisal,accruals,arrangement,accessConditions,reproductionConditions,language,script,languageNote,physicalCharacteristics,findingAids,locationOfOriginals,locationOfCopies,relatedUnitsOfDescription,publicationNote,digitalObjectURI,digitalObjectChecksum,generalNote,subjectAccessPoints,placeAccessPoints,nameAccessPoints,genreAccessPoints,descriptionIdentifier,institutionIdentifier,rules,descriptionStatus,levelOfDetail,revisionHistory,languageOfDescription,scriptOfDescription,sources,archivistNote,publicationStatus,physicalObjectName,physicalObjectLocation,physicalObjectType,alternativeIdentifiers,alternativeIdentifierLabels,eventDates,eventTypes,eventStartDates,eventEndDates,eventDescriptions,eventActors,eventActorHistories,eventPlaces,culture
865,,121509.0,,843,,"Sarpan dari PNI, anggota Komite Nasional Pusat kepada Presiden RI: Surat tgl. 7 April 1948 tentang usul mengangkat seorang ahli bea cukai sebagai Penasehat Delegasi RI dalam perundingan dengan pihak Belanda.",Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,,,,,Sekretariat Negara,,,id
866,,121509.0,,844,,Surat-surat tgl. 29 Januari 1947-21 Mei 1948 tentang usul cara-cara melawan ofensif Belanda.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
867,,121509.0,,845,,Setneg kepada Suryocondro: Telegram No. 998/K-48 tgl. 24 Mei 1948 tentang belum dapat berangkatnya Then Djin Soei Tankinghien ke Amsterdam.,Item,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,Fisik arsip tidak ada,Draft,,,,,,,,,,,Sekretariat Negara,,,id
868,,121509.0,,846,,"Setneg kepada Suryocondro: Telegram-telegram tgl. 12 dan 14 Juni 1948 tentang hubungan Konsulat Kementerian Pembangunan dan Pemuda dengan Mr. Go Gien Cwan Amsterdam, disertai surat pengantar.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
869,,121509.0,,847,,"Wakil Setneg kepada Sekretariat Perdana Menteri, Sekretariat Delegasi Indonesia dan Kementerian Luar Negeri: Surat tgl. 6 September 1948 tentang Resolusi Demonstrasi Rakyat dipimpin oleh Dewan Pemimpin Pemuda dan diberikan untuk KTN, disertai surat pengantar.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
870,,121509.0,,848,,"Surat-surat dan telegram-telegram tgl. 10 Februari-27 November 1948 tentang perluasan penggunaan pesawat terbang yang digunakan untuk kepentingan Delegasi Indonesia dalam perundingan dengan Belanda, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
871,,121509.0,,849,,S.B. Ratu Yuliana: Pidato tgl. 6 Januari 1949 tentang masalah Indonesia-Belanda.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
872,,121509.0,,850,,Dewan Keamanan: Resolusi tgl. 28 Januari 1949 tentang masalah Indonesia dengan Belanda.,Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
873,,121509.0,,851,,Sudarsono kepada Presiden: Telegram tgl. 4 Februari 1949 tentang Konsepsi Kedaulatan Negara RIS.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
874,,121509.0,,852,,Laporan-laporan atas penyiksaan yang dilakukan oleh MID (Militaire Inlichtingen Dienst) gerombolan Militair Belanda.,Item,10 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,N.B.: Dalam bahasa Indonesia dan Belanda,Draft,,,,,,,,,,,Sekretariat Negara,,,id
875,,121509.0,,853,,Keterangan van Royen-Roem tgl. 7 Mei 1949 tentang perundingan Indonesia-Belanda.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
876,,121509.0,,854,,"Rakyat Kota Pendudukan Surakarta kepada Presiden: Surat tgl. Juni 1949 tentang dukungannya terhadap tercapainya persetujuannya preliminair antara delegasi Indonesia dan Delegasi Belanda pada tgl. 7 Mei 1949 di Jakarta, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
877,,121509.0,,855,,"Konperensi Inter Indonesia antara Delegasi RI dan Delegasi BFO: Laporan-laporan tgl. 21 dan 22 Juli 1949 dari Panitia Ketatanegaraan, Panitia Ekonomi dan Keuangan dan Panitia Keamanan, disertai surat pengantar.",Item,17 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
878,,121509.0,,856,,Wakil Party Kemerdekaan Indonesia Irian Dalam (GAPKI): Resolusi-resolusi tgl. 23 Februari 1948-8 Agustus 1949 tentang penempatan wakil rakyat Niuew Guinea asli sebagai staf pada Delegasi Indonesia ke Konferensi Meja Bundar di Den Haag.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
879,,121509.0,,857,,"Telegram-telegram tgl. 6-26 Agustus 1949 tentang pemanggilan Mr. Rasyid datang ke Jogja, disertai surat pengantar.",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
880,,121509.0,,858,,Telegram-telegram tgl. 1 Maret 1948-27 Agustus 1949 tentang perundingan Indonesia dengan Belanda.,Item,7 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
881,,121509.0,,859,,"Panitia Keuangan dan Perekonomian: Laporan tgl. 3 September 1949 tentang hasil rapat keuangan dan perekonomian antara Panitia Urusan Keuangan dan Perekonomian Delegasi Indonesia, Belanda, dan BFO, disertai surat pengantar.",Item,16 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
882,,121509.0,,860,,Wakil Presiden kepada Presiden dan Menteri Pertahanan: Surat tgl. 12 September 1949 tentang kedudukan daerah Surakarta dan Mangkunegaran.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
883,,121509.0,,861,,"PB Nahdlatul Ulama: Pedoman tgl. 14 September 1949 tentang pendapat mengenai Persetujuan Roem-Royen, disertai penjelasan.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
884,,121509.0,,862,,"Panitia Kebudayaan Delegasi Indonesia (Uni Indonesia Nederland): Laporan-laporan pekerjaan ke Konferensi Meja Bundar dari tgl. 21 Agustus-26 September 1949, disertai surat pengantar.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Asli, konsep",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
885,,121509.0,,863,,Masyumi: Statement tgl. 6 Oktober 1949 tentang pelaksaan Roem-Royen.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
886,,121509.0,,864,,"Delegasi Pemerintah RI, UNCI, Presiden RI dari bekas tawanan dari Jogjakarta: Surat tgl. 9 Oktober 1949 tentang permohonan agar Delegasi Pemerintah RI dan UNCI mendesak Delegasi Pemerintah Nederland untuk melaksanakan rencana pembebasan tawanan.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Tembusan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
887,,121509.0,,865,,"Setneg kepada Mr. Tirtawinata, Ketua Panitia Tawanan Politik di Jogja: Surat tgl. 5 November 1949 tentang Zainudin yang ditawan Belanda di Bukit Tinggi.",Item,7 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
888,,121509.0,,866,,Organisasi Massa: Surat-surat tgl. 25 Juli-22 November 1949 tentang reaksi masyarakat berkenaan dengan persetujuan Roem-Royen.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
889,,121509.0,,867,,"Surat-surat, kawat-kawat dan nota tgl. 6 Februari 1948-26 November 1949 tentang perundingan Delegasi RI dengan pihak Belanda.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,"N.B.: Dalam bahasa Indonesia, Inggris, Belanda",Draft,,,,,,,,,,,Sekretariat Negara,,,id
890,,121509.0,,868,,"Chaidir Kimin cs. di Jln. Simpang Kapuk No. 56 Jambi: Laporan tgl. 7 Desember 1949 tentang menyabot politik ""Dewan Djambi Sementara (DDS)"" di kota Jambi dalam pendudukan Belanda.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
891,,121509.0,,869,,"Menteri Kehakiman: Surat-menyurat tgl. 30 November-8 Desember 1949 tentang Pemandangan Umum Rakyat Sumatera Timur sebelum dan sesudah diduduki Belanda, disertai lampiran.",Item,9 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
892,121510.0,121500.0,,0,,J. KEAMANAN DALAM NEGERI,File,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
893,,121510.0,,870,,Undang-undang tgl. 8 Oktober 1945 tentang pengibaran Bendera Nasional Chunghoa Min Kuo di samping Sang Merah Putih pada tiap-tiap hari raya Bangsa Tionghoa.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Kutipan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
894,,121510.0,,871,,Undang-undang No. 1 tgl. 26 Februari 1946 tentang peraturan Hukum Pidana.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, stensilan",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
895,,121510.0,,872,,Undang-undang No. 3 tgl. 10 April 1946 tentang warga negara dan penduduk negara RI.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
896,,121510.0,,873,,Undang-undang No. 6 tgl. 6 Juni 1946 tentang keadaan bahaya.,Item,10 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
897,,121510.0,,874,,Undang-undang No. 8 tgl. 8 Juni 1946 tentang peraturan Hukum Acara Pidana guna Pengadilan Tentara.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
898,,121510.0,,875,,Undang-undang No. 16 tgl. 27 September 1946 tentang pengesahan pernyataan keadaan bahaya di seluruh Indonesia.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
899,,121510.0,,876,,Undnag-undang No. 20 tgl. 31 Oktober 1946 tentang penambahan jenis hukuman pokok dengan hukuman tutupan.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
900,,121510.0,,877,,"Undang-undang No. 2 tgl. 15 Januari 1947 tentang pengesahan Peraturan-peraturan Dewan Pertahanan Negara No. 6, No. 10, No. 12, No. 13, No. 15, No. 18, No. 19, No. 23, No. 24, No. 25, dan No. 26 tahun 1946.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
901,,121510.0,,878,,"Undang-undang No. 6 tgl. 27 Februari 1947 tentang perubahan Undang-undang No. 3 tahun 1946 mengenai warga negara dan penduduk negara RI, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
902,,121510.0,,879,,Undang-undang No. 20 bulan Juni 1947 tentang Peraturan Peradilan Ulangan di Jawa dan Madura.,Item,16 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
903,,121510.0,,880,,Undnag-undang No. 21 tgl. 13 Juni 1947 tentang pemeriksaan perkara pidana di luar hadir terdakwa pada Pengadilan Negeri.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
904,,121510.0,,881,,Undang-undang No. 22 tgl. 29 Agustus 1947 tentang pemindahan tempat kedudukan pengadilan dan kejaksaan.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
905,,121510.0,,882,,"Undang-undang No. 23 tgl. 29 Agustus 1947 tentang penghapusan Pengadilan Raja (Zelfbestuursrechtspraak) di Jawa dan Sumatera, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
906,,121510.0,,883,,Undang-undang No. 34 tgl. 18 Oktober 1947 tentang kecelakaan perang.,Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
907,,121510.0,,884,,"Undang-undang No. 36 tgl. 28 November 1947 tentang Susunan dan Acara Pengadilan Tentara, disertai penjelasannya.",Item,15 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
908,,121510.0,,885,,"Undang-undang No. 1, No. 15, No. 37 tgl. 28 November 1947 tentang perpanjangan waktu berlakunya Peraturan-peraturan Dewan Pertahanan Negara No. 5, No. 7 jo. No. 31, No. 8, No. 9, No. 11, dan No. 16.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
909,,121510.0,,886,,"Undang-undang No. 39 tgl. 27 Desember 1947 tentang perubahan Kitab Undang-undang Hukum Disiplin Tentara, disertai penjelasannya.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
910,,121510.0,,887,,"Undang-undang No. 40 tgl. 27 Desember 1947 tentang perubahan Kitab Undang-undang Hukum Disiplin Tentara, disertai penjelasannya.",Item,15 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
911,,121510.0,,888,,Undang-undang No. 41 tgl. 27 Desember 1947 tentang kepenjaraan tentara.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
912,,121510.0,,889,,"Undang-undang No. 1 tgl. 9 Januari 1948 tentang penambahan Undang-undang Keadaan Bahaya, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
913,,121510.0,,890,,"Badan Pekerja Komite Nasional Pusat kepada Presiden: Surat tgl. 9 April 1948 tentang disetujuinya Rancangan Undang-undang mengenai perpanjangan waktu lagi untuk mengajukan pernyataan berhubung dengan kewarganegaraan Indonesia, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
914,,121510.0,,891,,"Undang-undang No. 8 tgl. 31 Maret 1948 tentang pendaftaran dan pemberian izin pemakaian senjata api, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
915,,121510.0,,892,,Undang-undang No. 19 tgl. 8 Juni 1948 tentang Susunan dan Kekuasaan Badan Kehakiman dan Kejaksaan.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
916,,121510.0,,893,,Undang-undang No. 30 tgl. 20 September 1948 tentang pemberian kekuasaan penuh kepada Presiden dalam keadaan bahaya.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
917,,121510.0,,894,,Undang-undang tahun 1947-1948 tentang naturalisasi.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikat,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
918,,121510.0,,895,,Pemerintah RI Jogjakarta: Peraturan Pengganti Undang-undang No. 1 tgl. 7 Juni 1946 tentang Susunan Dewan Pertahanan Daerah dalam Daerah Istimewa.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,N.B.: Arsip sobek,Draft,,,,,,,,,,,Sekretariat Negara,,,id
919,,121510.0,,896,,Pemerintah RI Jogjakarta: Peraturan Pengganti Undang-undang No. 1 tgl. 7 Juni 1946 tentang penambahan pasal 4a dalam undang-undang keadaan bahaya.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
920,,121510.0,,897,,Pemerintah RI Jogjakarta: Peraturan Pengganti Undang-undang No. 4 tgl. 8 Juli 1946 tentang pengubahan sementara pasal 3 Undang-undang No. 6 tahun 1946.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
921,,121510.0,,898,,Pemerintah RI Jogjakarta: Peraturan Pengganti Undang-undang No. 5 tgl. 9 Juli 1946 tentang penambahan pada pasal 3 ayat 1 sub a dan perubahan pada pasal 4a ayat 2 sub a dan pasal 4a ayat 3 Undang-undang No. 6 tahun 1946.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
922,,121510.0,,899,,Pemerintah RI Jogjakarta: Peraturan Pengganti Undang-undang No. 7 tgl. 8 Agustus 1946 tentang perubahan Susunan Dewan Pertahanan Daerah Surakarta.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
923,,121510.0,,900,,"Pemerintah RI Jogjakarta: Peraturan Pengganti Undang-undang No. 1 tgl. 30 Juli 1949 tentang Daerah Militer Daerah Istimewa Jogjakarta, disertai lampiran.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
924,,121510.0,,901,,Pemerintah RI Jogjakarta: Peraturan No. 72 tgl. 6 Desember 1948 tentang penetapan daerah hukum Pengadilan Tinggi Sumatera Selatan.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
925,,121510.0,,902,,Pemerintah RI Jogjakarta: Peraturan No. 5 tgl. 8 Agustus 1946 tentang Pengadilan Tentara Luar Biasa.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
926,,121510.0,,903,,"Pemerintah RI Jogjakarta: Peraturan No. 8 tgl. 8 Agustus 1946 tentang berlakunya Undang-undang No. 1 tgl. 26 Februari 1946 mengenai peraturan hukum pidana di Daerah Propinsi Sumatera, disertai surat pengantar.",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Tembusan, konsep",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
927,,121510.0,,904,,Pemerintah RI Jogjakarta: Peraturan No. 5 tgl. 17 Maret 1947 tentang kewarganegaraan.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Cetakan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
928,,121510.0,,905,,"Pemerintah RI Jogjakarta: Peraturan No. 22 tgl. 18 Agustus 1947 tentang fungsi rangkap tiap-tiap pengadilan negeri yang juga menjadi Pengadilan Tentara Luar Biasa (Mahkamah Tentara Sementara), disertai penjelasannya.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
929,,121510.0,,906,,"Pemerintah RI Jogjakarta: Peraturan No. 23 tgl. 18 Agustus 1947 tentang Mahkamah Tentara Daerah Terpencil, disertai penjelasannya.",Item,7 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
930,,121510.0,,907,,Pemerintah RI Jogjakarta: Peraturan No. 18 dan No. 26 tgl. 25 Juli 1947 tentang perubahan Peraturan Pemerintah mengenai grasi.,Item,12 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
931,,121510.0,,908,,Pemerintah RI Jogjakarta: Peraturan No. S.2 tgl. 3 Februari 1948 tentang Daerah Hukum Pengadilan Tinggi di Sumatera.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
932,,121510.0,,909,,Pemerintah RI Jogjakarta: Peraturan No. 26 tgl. 24 September 1948 tentang mempercepat pemeriksaan perkara pidana dalam keadaan bahaya.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
933,,121510.0,,910,,Pemerintah RI Jogjakarta: Peraturan No. 27 tgl. 24 September 1948 tentang kejahatan-kejahatan dalam keadaan bahaya yang dapat dihukum dengan hukuman mati.,Item,9 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, stensilan",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
934,,121510.0,,911,,Pemerintah RI Jogjakarta: Peraturan No. 33 tgl. 28 September 1948 tentang pemerintahan militer di daerah-daerah Jawa.,Item,9 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Salinan, stensilan",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
935,,121510.0,,912,,Pemerintah RI Jogjakarta: Peraturan No. 38 tgl. 1 Oktober 1948 tentang perubahan beberapa pasal dari Undang-undang No. 8 tahun 1946 mengenai peraturan hukum acara pidana pengadilan tentara.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Cetakan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
936,,121510.0,,913,,Pemerintah RI Jogjakarta: Peraturan No. 40 dan No. 41 tgl. 1 Oktober 1948 tentang melepaskan orang-orang hukuman untuk memberikan tempat kepada orang-orang tahanan atau hukuman yang ditahan atau dihukum berhubung dengan pemberontakan Madiun.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikat,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
